idx,Nickname,HOMO(eV),LUMO(eV),bandgap(eV),Ref.No,smiles_monomer,smiles_oligomer
74,PBDT-BOZ,-5.34,-3.66,1.68,S346,CCCCCC(CCCCC)Oc1c2cc(-c3ccc(C)c4nonc34)sc2c(OC(CCCCC)CCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(C)c3nonc23)c2nonc12
75,PCDTPX,-5.55,-3.88,1.67,S18,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4cnc(-c5ccc(C)s5)c5nonc45)s3)cc21,Cc1ccc(s1)-c1ncc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ncc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nonc23)c2nonc12
76,PCDTPT,-5.53,-3.78,1.75,S18,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4cnc(-c5ccc(C)s5)c5nsnc45)s3)cc21,Cc1ccc(s1)-c1ncc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ncc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nsnc23)c2nsnc12
77,PCzTh-TVDCN,-5.6,-3.55,2.05,S384,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3cc(/C=C/c4ccc(C=C(C#N)C#N)s4)c(C)s3)cc21,Cc1sc(cc1\C=C\c1ccc(C=C(C#N)C#N)s1)-c1ccc2c(c1)n(C)c1cc(ccc21)-c1sc(cc1\C=C\c1ccc(C=C(C#N)C#N)s1)-c1ccc2c(c1)n(C)c1cc(C)ccc21
78,PBTDN,-5.12,-2.9,2.22,S125,CCCCCCCCCCOc1c(C)ccc2c(OCCCCCCCCCC)c(-c3ccc(/C=C/c4ccc(C)s4)s3)ccc12,COc1c(C)ccc2c(OC)c(ccc12)-c1ccc(\C=C\c2ccc(s2)-c2ccc3c(OC)c(ccc3c2OC)-c2ccc(\C=C\c3ccc(C)s3)s2)s1
79,PCzDBSe,-5.28,-3.55,1.73,S347,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5n[se]nc45)s3)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3n[se]nc23)c2n[se]nc12
80,PCDTBT,-5.5,-3.62,1.88,S17,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nsnc23)c2nsnc12
81,PCDTQx,-5.46,-3.44,2.02,S18,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nonc45)s3)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nonc23)c2nonc12
82,P2,-5.73,-3.82,1.91,S19,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4nnc(-c5ccc(C)s5)c5nccnc45)s3)cc21,Cc1ccc(s1)-c1nnc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2nnc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nccnc23)c2nccnc12
83,P2,-5.33,-3.7,1.63,S239,CCCCCCc1cc2c(s1)C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(C)c3c2C(=O)c2cc(C)sc2C3=O)c2c1C(=O)c1cc(C)sc1C2=O
84,H6,-5.05,-2.99,2.06,S37,CCCCCCCCCCCCOc1c2cc(-c3ccc(C)s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1ccc(C)s1
85,PBDTNTDO-2,-5.19,-3.36,1.83,S386,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3C(=O)c3ccc(C(C)(C)C)cc3C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3c2C(=O)c2ccc(C)cc2C3=O)c2c1C(=O)c1ccc(C)cc1C2=O
86,PBTADN,-5.36,-3.34,2.02,S125,CCCCCCCCCCOc1c(C)ccc2c(OCCCCCCCCCC)c(-c3ccc(/C=C(\C#N)c4ccc(C)s4)s3)ccc12,COc1c(C)ccc2c(OC)c(ccc12)-c1ccc(\C=C(/C#N)c2ccc(s2)-c2ccc3c(OC)c(ccc3c2OC)-c2ccc(\C=C(/C#N)c3ccc(C)s3)s2)s1
87,P(PTQD-2Th),-5.54,-3.84,1.7,S135,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2nc3c(nc2C1=O)c1sc(-c2ccc(-c4ccc(C)s4)s2)cc1c1cc(C)sc13,CN1C(=O)c2nc3c4sc(C)cc4c4cc(sc4c3nc2C1=O)-c1ccc(s1)-c1ccc(s1)-c1cc2c3cc(sc3c3nc4C(=O)N(C)C(=O)c4nc3c2s1)-c1ccc(s1)-c1ccc(C)s1
88,P-Ge,-5.6,-3.91,1.69,S310,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(cc3[Ge]4(C)C)-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Ge]5(C)C)c4C(=O)N(C)C(=O)c34)c2C1=O
89,PDTSTPD,-5.57,-3.88,1.69,S36,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C)C)c4C(=O)N(C)C(=O)c34)c2C1=O
90,PBTCT,-5.25,-3.07,2.18,S236,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3CC(C(=O)OCC)(C(=O)OCC)C4)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COC(=O)C1(Cc2c(C)sc(c2C1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1sc(c2CC(Cc12)(C(=O)OC)C(=O)OC)-c1cc2c(OC)c3sc(C)cc3c(OC)c2s1)C(=O)OC
91,P2,-5.33,-3.23,2.1,S369,CCCCCCc1c(C)sc(-c2nnc(-c3sc(-c4ccc(C)s4)c(CCCCCC)c3CCCCCC)s2)c1CCCCCC,Cc1ccc(s1)-c1sc(c(C)c1C)-c1nnc(s1)-c1sc(c(C)c1C)-c1ccc(s1)-c1sc(c(C)c1C)-c1nnc(s1)-c1sc(C)c(C)c1C
92,PCDTTPP,-5.52,-3.63,1.89,S18,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4cnc(-c5ccc(C)s5)c5nccnc45)s3)cc21,Cc1ccc(s1)-c1ncc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ncc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nccnc23)c2nccnc12
93,P1,-5.55,-3.26,2.29,S369,CCCCCCc1c(C)sc(-c2nnc(-c3sc(-c4ccc(C)s4)c(CCCCCC)c3CCCCCC)o2)c1CCCCCC,Cc1ccc(s1)-c1sc(c(C)c1C)-c1nnc(o1)-c1sc(c(C)c1C)-c1ccc(s1)-c1sc(c(C)c1C)-c1nnc(o1)-c1sc(C)c(C)c1C
94,PSBTSPD-C8 (P9),-5.55,-3.87,1.68,S134,CCCCCCCCN1C(=O)c2c(C)[se]c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O,CN1C(=O)c2c(C)[se]c(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3[se]c(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C)C)c4C(=O)N(C)C(=O)c34)c2C1=O
95,PTPDSi-C8,-5.52,-3.79,1.73,S308,CCCCC(CC)CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C)C)c4C(=O)N(C)C(=O)c34)c2C1=O
96,BDF(2EH/C7),-5.41,-3.44,1.97,S279,CCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
97,PDTC,-5.43,-3.76,1.67,S360,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3C4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(cc3C4(C)C)-c3sc(-c4cc5c(s4)-c4sc(C)cc4C5(C)C)c4C(=O)N(C)C(=O)c34)c2C1=O
98,P-Si,-5.65,-3.92,1.73,S310,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C)C)c4C(=O)N(C)C(=O)c34)c2C1=O
99,PBDFTT-CF-O,-4.98,-3.47,1.51,S277,CCCCC(CC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)C(CC)CCCC)sc34)oc2c(OCC(CC)CCCC)c2cc(C)oc12,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(C)c3c(F)c(sc23)C(C)=O)c2c(F)c(sc12)C(C)=O
100,PtFBTPDTS,-5.09,-3.7,1.39,S444,CCCCCCCC[Si]1(CCCCCCCC)C2=C(SC(=C2)c2cc3-c4cc(F)ccc4\C(=C4\c5ccc(F)cc5-c5cc(C)sc45)c3s2)c2sc(C)cc12,Cc1cc2-c3cc(F)ccc3\C(=C3\c4ccc(F)cc4-c4cc(sc34)C3=CC4=C(S3)C3=C(C=C(S3)c3cc5-c6cc(F)ccc6\C(=C6\c7ccc(F)cc7-c7cc(sc67)C6=CC7=C(S6)c6sc(C)cc6[Si]7(C)C)c5s3)[Si]4(C)C)c2s1
101,PBDFTT-CF,-5.11,-3.59,1.52,S276,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)c(F)c34)oc2c(OCCCCCCCC)c2cc(C)oc12,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(C)c3sc(C(C)=O)c(F)c23)c2sc(C(C)=O)c(F)c12
102,PBTIGe-C6,-5.39,-3.64,1.75,S308,CCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O,Cc1cc2c(s1)-c1sc(cc1[Ge]2(C)C)-c1cc2c(s1)c1sc(cc1c(=O)n(C)c2=O)-c1cc2c(s1)-c1sc(cc1[Ge]2(C)C)-c1cc2c(s1)c1sc(C)cc1c(=O)n(C)c2=O
103,PBDFTT-C,-5.27,-3.79,1.48,S395,CCCCC(CC)COc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)oc2c(OCC(CC)CCCC)c2cc(C)oc12,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(C)c3sc(cc23)C(C)=O)c2sc(cc12)C(C)=O
104,PBTTz,-5.24,-3.51,1.73,S141,CCCCCCCCc1nc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2s1,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3sc(C)nc23)c2sc(C)nc12
105,PCDTBX,-5.47,-3.6,1.87,S18,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nccnc45)s3)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nccnc23)c2nccnc12
106,PBTISi-C6,-5.45,-3.7,1.75,S308,CCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc2c(s1)c1sc(cc1c(=O)n(C)c2=O)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc2c(s1)c1sc(C)cc1c(=O)n(C)c2=O
107,PBDTTT-C,-5.12,-3.51,1.61,S32,CCCCC(CC)COc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3sc(cc23)C(C)=O)c2sc(cc12)C(C)=O
108,PBDFTT-C,-5.03,-3.5,1.53,S276,CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)oc2c(OCCCCCCCC)c2cc(C)oc12,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(C)c3sc(cc23)C(C)=O)c2sc(cc12)C(C)=O
109,PBDTTT-CF,-5.22,-3.57,1.65,S5,CCCCCCCC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2c1F,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3c(F)c(sc23)C(C)=O)c2c(F)c(sc12)C(C)=O
110,PBDTTT-C,-5.07,-3.47,1.6,S187,CCCCC(CC)COc1c2cc(-c3sc(C)c4cc(C(=O)C(CC)CCCC)sc34)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3cc(sc23)C(C)=O)c2cc(sc12)C(C)=O
111,PDTP,-5.16,-3.57,1.59,S360,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)c3sc(C)cc3n4C(CC(CC)CCCC)CC(CC)CCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4n(C)c5cc(sc5c4s3)-c3sc(-c4cc5n(C)c6cc(C)sc6c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O
112,P1,-5.39,-3.32,2.07,S273,CCCCCCCCCCc1ccc(C#Cc2c3cc(C)oc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)oc23)cc1,Cc1cc2c(C#Cc3ccccc3)c3oc(cc3c(C#Cc3ccccc3)c2o1)-c1cc2c(C#Cc3ccccc3)c3oc(cc3c(C#Cc3ccccc3)c2o1)-c1cc2c(C#Cc3ccccc3)c3oc(C)cc3c(C#Cc3ccccc3)c2o1
113,P1,-5.49,-3.71,1.78,S239,CCCCCCc1cc2c(s1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3c2C(=O)c2cc(C)sc2C3=O)c2c1C(=O)c1cc(C)sc1C2=O
114,PK,-4.8,-3.49,1.31,S374,CCCCCCCCSc1cc(-c2cc(SCCCCCCCC)c(-c3sc(C)c4cc(C(=O)CCCCCCCC)sc34)s2)sc1C,CSc1cc(sc1C)-c1cc(SC)c(s1)-c1sc(-c2sc(cc2SC)-c2cc(SC)c(s2)-c2sc(C)c3cc(sc23)C(C)=O)c2cc(sc12)C(C)=O
115,PSB-CPDTO (P2),-5.41,-3.69,1.72,S202,CCCCCCCC(=O)c1cc2c(s1)-c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O,CC(=O)c1cc2C(=O)c3c(sc(C)c3-c2s1)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(C)cc2[Si]3(C)C)c2C(=O)c3cc(sc3-c12)C(C)=O
116,PDTSNTDO.,-5.42,-3.77,1.65,S357,CCCCCCc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(C(CC)CCCCC)C(CC)CCCCC)c1C2=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(C)c3c2C(=O)c2ccc(C)cc2C3=O)c2c1C(=O)c1ccc(C)cc1C2=O
117,PQT-12,-5.1,-3.17,1.93,S11,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2ccc(-c3sc(C)cc3CCCCCCCCCCCC)s2)s1,Cc1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(C)cc1C
118,TP1,-5.26,-3.65,1.61,S20,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)ccc2-c2ccc(-c3ccc(-c4sc(-c5ccc(C)s5)c5nc(C)c(C)nc45)s3)cc21,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2ccc3-c4ccc(cc4C(C)(C)c3c2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5C(C)(C)c4c3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12
119,TPO(CO)(2EH/C3),-5.41,-3.62,1.79,S226,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(C(=O)CCC)C5=O)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CC(=O)N1C(=O)c2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C(C)=O)C(=O)c34)c2C1=O
120,P2,-4.76,-3.08,1.68,S355,CCCCCCc1nc(-c2nc(CCCCCC)c(-c3ccc(-c4cc5c(s4)c4sc(C)cc4n5CC(CC)CCCC)s3)s2)sc1-c1ccc(C)s1,Cc1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2n(C)c3cc(sc3c2s1)-c1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2n(C)c3cc(C)sc3c2s1
121,P1,-5.62,-3.9,1.72,S272,CCCCCCCCCCc1ccc(C#Cc2c3cc(C)sc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)sc23)cc1,Cc1cc2c(C#Cc3ccccc3)c3sc(cc3c(C#Cc3ccccc3)c2s1)-c1cc2c(C#Cc3ccccc3)c3sc(cc3c(C#Cc3ccccc3)c2s1)-c1cc2c(C#Cc3ccccc3)c3sc(C)cc3c(C#Cc3ccccc3)c2s1
122,PBDTTPD,-5.56,-3.76,1.8,S155,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)c2C1=O,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
123,BDT(2EH/C8),-5.29,-3.44,1.85,S279,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
124,H9,-4.65,-3.6,1.05,S37,CCCCCCCCCCCCOc1c2cc(-c3sc(C)c4nccnc34)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3nccnc23)c2nccnc12
125,PTB3,-5.04,-3.41,1.63,S48,CCCCCCCCc1c2cc(-c3sc(C)c4cc(C(=O)OCC(CC)CCCC)sc34)sc2c(CCCCCCCC)c2cc(C)sc12,COC(=O)c1cc2c(C)sc(-c3cc4c(C)c5sc(cc5c(C)c4s3)-c3sc(-c4cc5c(C)c6sc(C)cc6c(C)c5s4)c4sc(cc34)C(=O)OC)c2s1
126,PPB2,-5.4,-3.56,1.84,S235,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3C(=O)N(CC(CC)CCCC)C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
127,PEBTBT,-4.89,-3.52,1.37,S383,CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(-c2ccc(C)c3nsnc23)cc1CCCCCCCCCCCC,Cc1cc(C)c(\C=C\c2sc(cc2C)-c2ccc(-c3cc(C)c(\C=C\c4sc(cc4C)-c4ccc(C)c5nsnc45)s3)c3nsnc23)s1
128,PE,-4.77,-3.46,1.31,S374,CCCCCCCCOC(=O)c1cc2c(C)sc(-c3sc(-c4cc(SCCCCCCCC)c(C)s4)cc3SCCCCCCCC)c2s1,COC(=O)c1cc2c(C)sc(-c3sc(cc3SC)-c3cc(SC)c(s3)-c3sc(-c4sc(cc4SC)-c4cc(SC)c(C)s4)c4sc(cc34)C(=O)OC)c2s1
129,PTVtBBO,-5.14,-3.1,2.04,S382,C/C=C/c1sc(/C=C/c2nc3cc4oc(C)nc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC,C\C=C\c1sc(\C=C\c2nc3cc4oc(\C=C\c5sc(\C=C\c6nc7cc8oc(C)nc8cc7o6)c(C)c5C)nc4cc3o2)c(C)c1C
130,H7,-5.1,-3.4,1.7,S37,CCCCCCCCCCCCOc1c2cc(-c3ccc(C)c4nsnc34)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(C)c3nsnc23)c2nsnc12
131,P4TDTBT,-5.04,-3.44,1.6,S29,CCCCC(CC)Cc1ccc(-c2cc(-c3cc(-c4ccc(C[C@@H](CC)CCCC)s4)c(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)s3)sc2C)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2sc(cc2-c2cccs2)-c2cc(-c3cccs3)c(s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3sc(cc3-c3cccs3)-c3cc(c(C)s3)-c3cccs3)c3nsnc23)c2nsnc12
132,PTVcBBO,-5.19,-3.02,2.17,S382,C/C=C/c1sc(/C=C/c2nc3cc4nc(C)oc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC,C\C=C\c1sc(\C=C\c2nc3cc4nc(\C=C\c5sc(\C=C\c6nc7cc8nc(C)oc8cc7o6)c(C)c5C)oc4cc3o2)c(C)c1C
133,H11,-4.88,-3.36,1.52,S37,CCCCCCCCCCCCOc1c2cc(-c3ccc(C)c4n[se]nc34)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(C)c3n[se]nc23)c2n[se]nc12
134,BDF(2EH/C8),-5.41,-3.44,1.97,S279,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)c2C1=O,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
135,PFDTMBI,-5.61,-3.97,1.64,S349,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)ccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5c4=NC(C)(C)N=5)s3)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4ccc(cc4C(C)(C)c3c2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5C(C)(C)c4c3)c3=NC(C)(C)N=c23)c2=NC(C)(C)N=c12
136,PID2,-5.52,-3.67,1.85,S235,CCCCC(CC)COc1c2cc(-c3sc(C)c4c3S(=O)(=O)N(CC(CC)CCCC)C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)S(=O)(=O)c23)c2C(=O)N(C)S(=O)(=O)c12
