idx,Nickname,HOMO(eV),LUMO(eV),bandgap(eV),Ref.No,smiles_monomer,smiles_oligomer
959,PBDT-BDTP (P1),-5.53,-3.55,1.98,S138,CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@@H](CCCCCCCC)CCCCCCCCCC)c5cc(-c6cc7c(OC[C@H](CC)CCCC)c8sc(C)cc8c(OC[C@@H](CC)CCCC)c7s6)sc5c4s3)sc2c2sc(C)cc21,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc2n(C)c(=O)c3cc(sc3c2s1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O
960,P(BDT-TT-BT),-5.21,-3.43,1.78,S78,CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nsnc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,COc1c(OC)c(-c2cc3sc(cc3s2)-c2cc3c(OC)c4sc(C)cc4c(OC)c3s2)c2nsnc2c1-c1cc2sc(C)cc2s1
961,P(BDT-TT-BO),-5.31,-3.54,1.77,S79,CCCCCCCCCC[C@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nonc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,COc1c(OC)c(-c2cc3sc(cc3s2)-c2cc3c(OC)c4sc(C)cc4c(OC)c3s2)c2nonc2c1-c1cc2sc(C)cc2s1
962,PTPTDP,-5.25,-3.85,1.4,S184,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)s3)sc2-4)cc1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(s1)-c1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(C)cc1C3(c1ccccc1)c1ccccc1
963,PBDTTTP,-5.43,-3.32,2.11,S176,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sc4cc(C)sc4c21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1c2sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc2sc31,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc2sc3c(n(C)c(=O)c4cc5c6sc7cc(sc7c6n(C)c(=O)c5cc34)-c3cc4c(OC)c5sc(cc5c(OC)c4s3)-c3cc4sc5c(n(C)c(=O)c6cc7c8sc9cc(C)sc9c8n(C)c(=O)c7cc56)c4s3)c2s1
964,PDTPO-IDT,-5.32,-3.27,2.05,S181,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(C)sc34)sc2c2sc(C)cc21,Cc1cc2sc3-c4cc5c(cc4C(c3c2s1)(c1ccccc1)c1ccccc1)-c1sc2cc(sc2c1C5(c1ccccc1)c1ccccc1)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1cc2sc3-c4cc5c(cc4C(c3c2s1)(c1ccccc1)c1ccccc1)-c1sc2cc(sc2c1C5(c1ccccc1)c1ccccc1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O
965,P-2,-5.1,-3.46,1.64,S322,CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(CCCCCCCC)CCCCCCCC)-c4sc(C)cc4[Si]6(CCCCCCCC)CCCCCCCC)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(C)cc1[Si]3(C)C
966,PSiFDCTPD,-5.31,-3.43,1.88,S338,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCC)cc3)c3ccc(CCCCC)cc3)-c3cc4c(cc3[Si]5(CCCCCCCC)CCCCCCCC)-c3sc(C)cc3C4(c3ccc(CCCCC)cc3)c3ccc(CCCCC)cc3)c2C1=O,CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccccc3)c3ccccc3)-c3cc4c(cc3[Si]5(C)C)-c3sc(cc3C4(c3ccccc3)c3ccccc3)-c3sc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccccc4)c4ccccc4)-c4cc5c(cc4[Si]6(C)C)-c4sc(C)cc4C5(c4ccccc4)c4ccccc4)c4C(=O)N(C)C(=O)c34)c2C1=O
967,P-PDTz-Tdt-HH,-5.59,-3.84,1.75,S294,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(C)sc1-c1nc2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCC)c(C)s6)cc5CCCCCC)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)nc3nc2s1,Cc1cc(C)c(s1)-c1nc2nc3sc(nc3nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1nc2nc3sc(nc3nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc(C)c(C)s1
968,BT1,-5.5,-3.98,1.52,S97,CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)sc65)cc4CCCCCCCCCCCC)nc3cc2s1,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2nc3cc4sc(nc4cc3s2)-c2sc(C)cc2C)c2sc(C)cc12
969,P2,-5.14,-3.86,1.28,S492,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6ccc(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7nsnc67)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,CN1C(C)=C2C(=O)N(C)C(=C2C1=O)c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2ccc(s2)-c2ccc(C)s2)c2nsnc12
970,P3,-5.22,-4.01,1.21,S492,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7nsnc67)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,CN1C(C)=C2C(=O)N(C)C(=C2C1=O)c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2ccc(s2)-c2ccc(C)s2)c2nsnc12
971,P\83\C0NDTDTNT,-5.46,-3.81,1.65,S113,CCCCCCCCCCCCc1cc2sc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)cc2c2c(CCCCCCCCCCCC)cc3sc(C)cc3c12,Cc1cc2c(cc(C)c3c4cc(sc4cc(C)c23)-c2sc(cc2C)-c2cc3c4nsnc4c(cc3c3nsnc23)-c2cc(C)c(C)s2)s1
972,PQ1,-5.61,-3.65,1.96,S197,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6nnc(-c7ccc(C)s7)nn6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,Cc1ccc(s1)-c1nnc(nn1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1nnc(nn1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1
973,PR11,-5.88,-4.3,1.58,S495,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)ccc65)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3ccc4\C(C(=O)N(C)c4c3)=C3/C(=O)N(C)c4cc(ccc34)-c3ccc(s3)-c3c(F)c(F)c(-c4ccc(C)s4)c4nc(-c5ccccc5)c(nc34)-c3ccccc3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2ccc(C)cc12
974,PNNT12HD,-5.22,-3.54,1.68,S104,CCCCCCCCCCCCc1cc2c(cc(CCCCCCCCCCCC)c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CCCCCC)CCCCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CCCCCC)CCCCCCCC)sc32)c2sc(C)cc12,Cc1cc2c(C)cc3c4sc(cc4c(C)cc3c2s1)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1
975,P\83\BFNDTDTNT,-5.4,-3.82,1.58,S113,CCCCCCCCCCCCc1cc2cc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)sc2c2c(CCCCCCCCCCCC)cc3cc(C)sc3c12,Cc1cc2cc(C)c3c4sc(cc4cc(C)c3c2s1)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1
976,PTzNTz-BOHD,-5.41,-3.84,1.57,S108,CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CCCC)CCCCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1
977,PBDTT?DTTBT,-5.11,-3.46,1.65,S81,CCCCCCCCCCCc1c(C)sc2cc(-c3ccc(-c4cc5sc(-c6cc7c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c7s6)c(CCCCCCCCCCC)c5s4)c4nsnc34)sc12,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc2cc(sc2c1C)-c1ccc(-c2cc3sc(C)c(C)c3s2)c2nsnc12
978,PBDTT?DTBT,-5.15,-3.52,1.63,S81,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nsnc23)sc1C,Cc1ccc(s1)-c1c2cc(sc2c(-c2cccs2)c2cc(C)sc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4ccc(C)s4)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
979,PQ2,-5.28,-3.31,1.97,S197,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,Cc1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1ccc(s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1
980,PBDPP-OD,-5.27,-3.86,1.41,S408,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1
981,PDTBDT-DTNT,-5.51,-3.93,1.58,S288,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(-c6cc7c(cc(-c8cc(CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CCCCCC)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,Cc1cc2sc3c(-c4cccs4)c4c(sc5cc(sc45)-c4sc(cc4C)-c4cc5c6nsnc6c(cc5c5nsnc45)-c4cc(C)c(C)s4)c(-c4cccs4)c3c2s1
982,P1,-5.5,-3.7,1.8,S275,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)o8)=C7C(=O)N6C[C@@H](CC)CCCC)o5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)o1)c1ccc(o1)-c1cc(C)c(s1)-c1oc2cc3c(C)c(oc3cc2c1C)-c1sc(C)cc1C
983,PSDTTT,-5.4,-3.63,1.77,S312,CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8c(OCC(CCCC)CCCCCC)c9sc(C)cc9c(OCC(CCCC)CCCCCC)c8s7)cc5[Si]6(CCCCCCCC)CCCCCCCC)nc4s3)cc21,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1nc2sc(nc2s1)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
984,P1,-5.14,-3.64,1.5,S425,CCCCCCCCCCCCOc1c2cc(-c3sc(-c4ccc(-c5cc(CCCCCCCCCCCC)c(C)s5)c5nn(CCCCCCCCCCCC)nc45)cc3CCCCCCCCCCCC)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nn(C)nc23)c2nn(C)nc12
985,PBDTA-INDI,-5.41,-3.41,2,S428,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c(-c3ccc(C)s3)cc3c(cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)c4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c43)c2c1=O,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(s1)-c1cc2c3c(c(cc2c2c1c(=O)n(C)c2=O)-c1ccc(s1)-c1cc2c(OC)c4sc(cc4c(OC)c2s1)-c1ccc(s1)-c1cc2c4c(c(cc2c2c1c(=O)n(C)c2=O)-c1ccc(C)s1)c(=O)n(C)c4=O)c(=O)n(C)c3=O
986,PAF-C12NT,-5.4,-3.85,1.55,S109,CCCCCCCCCCCC/C(CC(CCCCCC)CCCCCCCC)=C1\c2cc(C)ccc2-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5cc6c(cc(-c7ccc(-c8sc(C)cc8CCCCCCCCCCCC)s7)c7nsnc76)c6nsnc56)s4)s3)cc21,CC(C)=C1c2cc(C)ccc2-c2ccc(cc12)-c1cc(C)c(s1)-c1ccc(s1)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1ccc(s1)-c1sc(C)cc1C
987,P3,-5.6,-3.8,1.8,S275,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc(C)c(s1)-c1oc2cc3c(C)c(oc3cc2c1C)-c1sc(C)cc1C
988,PTzBT-10OD,-5.2,-3.4,1.8,S83,CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C
989,PBDTTFTTQ-EH,-5.12,-3.46,1.66,S253,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,Cc1ccc(s1)-c1cc(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2cc(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
990,P9,-5.31,-3.61,1.7,S280,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6oc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5o4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,COc1cc(C)sc1-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1cc2c(C#C[SiH3])c3oc(cc3c(C#C[SiH3])c2o1)-c1cc(OC)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1cc2c(C#C[SiH3])c3oc(C)cc3c(C#C[SiH3])c2o1
991,P2,-5.3,-3.62,1.68,S281,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,Cc1cc2c(-c3cccs3)c3oc(cc3c(-c3cccs3)c2o1)-c1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4oc(cc4c(-c4cccs4)c3o2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(C)s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
992,P1,-5.25,-3.58,1.67,S281,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)cc(F)c(-c4ccc(C)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,Cc1cc2c(-c3cccs3)c3oc(cc3c(-c3cccs3)c2o1)-c1ccc(s1)-c1cc(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4oc(cc4c(-c4cccs4)c3o2)-c2ccc(s2)-c2cc(F)c(-c3ccc(C)s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
993,PTzBT-14HD,-5.21,-3.41,1.8,S84,CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C
994,PTOBDTDTBT,-5.4,-3.73,1.67,S196,CCCCCCCCOc1cc(-c2ccc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4ccc(-c5cc(OCCCCCCCC)c(OCCCCCCCC)c(OCCCCCCCC)c5)s4)c4cc(C)sc34)s2)cc(OCCCCCCCC)c1OCCCCCCCC,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nsnc23)c2nsnc12
995,PTIPSBDT?DPP,-5.44,-4,1.44,S258,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(C#C[SiH3])c3sc(cc3c(C#C[SiH3])c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(C#C[SiH3])c3sc(C)cc3c(C#C[SiH3])c2s1
996,P,-5.25,-4.13,1.12,S475,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2ccc(-c3nc4c(C)c5nsnc5c(-c5ccc(-c6ccc(-c7ccc(C)s7)c7nsnc67)s5)c4nc3-c3ccc4c(c3)-c3c(F)cc(F)cc3C4(CCCCCCCCCCCC)CCCCCCCCCCCC)cc2-c2c(F)cc(F)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2c3nsnc3c(-c3ccc(s3)-c3ccc(-c4ccc(s4)-c4c5nsnc5c(C)c5nc(-c6ccc7Cc8cc(F)cc(F)c8-c7c6)c(nc45)-c4ccc5Cc6cc(F)cc(F)c6-c5c4)c4nsnc34)c3nc(-c4ccc5Cc6cc(F)cc(F)c6-c5c4)c(nc23)-c2ccc3Cc4cc(F)cc(F)c4-c3c2)c2nsnc12
997,EHD-BO,-5.45,-3.76,1.69,S265,CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCC)CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCC)CCCCCC)cc4CC(CCCCCC)CCCCCCCC)nc3cc2s1,Cc1cc(C)c(s1)-c1nc2cc3sc(nc3cc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1
998,PzNDTT-TPD2,-5.58,-3.6,1.98,S180,CCCCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCCCC)c(-c4cc5c(-c6ccc(C[C@@H](CC)CCCC)s6)cc6c(cc(-c7ccc(CC(CC)CCCC)s7)c7cc(C)sc76)c5s4)s3)c3c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)sc1C,CN1C(=O)c2c(sc(-c3cc(C)c(s3)-c3cc4c(cc5c6sc(cc6c(cc5c4s3)-c3cccs3)-c3sc(cc3C)-c3sc(-c4cc(C)c(s4)-c4cc5c(cc6c7sc(C)cc7c(cc6c5s4)-c4cccs4)-c4cccs4)c4C(=O)N(C)C(=O)c34)-c3cccs3)c2C1=O)-c1cc(C)c(C)s1
999,PzNDTT-TPD1,-5.55,-3.61,1.94,S180,CCCCCCCCCCc1cc(C)sc1-c1sc(-c2sc(-c3cc4c(-c5ccc(C[C@@H](CC)CCCC)s5)cc5c(cc(-c6ccc(CC(CC)CCCC)s6)c6cc(C)sc65)c4s3)cc2CCCCCCCCCC)c2c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,CN1C(=O)c2c(sc(-c3sc(cc3C)-c3cc4c(cc5c6sc(cc6c(cc5c4s3)-c3cccs3)-c3cc(C)c(s3)-c3sc(-c4sc(cc4C)-c4cc5c(cc6c7sc(C)cc7c(cc6c5s4)-c4cccs4)-c4cccs4)c4C(=O)N(C)C(=O)c34)-c3cccs3)c2C1=O)-c1sc(C)cc1C
1000,PffBT-T2,-5.38,-3.77,1.61,S264,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nsnc56)s4)s3)c3nsnc23)sc1C,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(s3)-c3ccc(s3)-c3c(F)c(F)c(-c4ccc(s4)-c4sc(cc4C)-c4c(F)c(F)c(-c5cc(C)c(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12
1001,rr-PTB7-Th,-5.2,-3.59,1.61,S117,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC(CC)CCCC)s9)c9sc(C)cc9c(-c9ccc(CC(CC)CCCC)s9)c8s7)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2c(F)c(sc12)C(=O)OC
