idx,HOMO-B3LYP(eV),LUMO-B3LYP(eV),HOMO-LUMO-B3LYP(eV),HOMO-wB97XD(eV),LUMO-wB97XD(eV),HOMO-LUMO-wB97XD(eV),HOMO-camB3LYP(eV),LUMO-camB3LYP(eV),HOMO-LUMO-camB3LYP(eV),HOMO-PBE(eV),LUMO-PBE(eV),HOMO-LUMO-PBE(eV),S1-state-B3LYP(eV)
563,-5.04798,-2.31623,2.73175,-6.78815,-0.79811,5.99004,-6.20964,-1.31594,4.89369,-4.49015,-2.78264,1.70751,2.4247
564,-4.67845,-2.53447,2.14398,-6.41998,-1.08682,5.33316,-5.84011,-1.58996,4.25015,-4.16715,-3.01312,1.15403,1.78
565,-4.83002,-2.72114,2.10888,-6.52774,-1.27893,5.2488,-5.95929,-1.78479,4.1745,-4.32334,-3.13149,1.19186,1.8157
566,-4.71274,-2.85856,1.85418,-6.3974,-1.50724,4.89016,-5.82432,-1.99514,3.82919,-4.20416,-3.2172,0.986957,1.6658
567,-4.68226,-2.71406,1.9682,-6.3827,-1.26859,5.11411,-5.81371,-1.77718,4.03654,-4.19572,-3.13693,1.05879,1.6803
568,-4.66403,-2.85393,1.8101,-6.33807,-1.46887,4.8692,-5.77425,-1.96929,3.80497,-4.17559,-3.21584,0.959745,1.5505
569,-4.79954,-2.39651,2.40304,-6.53563,-0.882193,5.65344,-5.96011,-1.412,4.54811,-4.27137,-2.85992,1.41145,2.0735
570,-5.04907,-2.32712,2.72195,-6.78842,-0.810627,5.9778,-6.21045,-1.32846,4.88199,-4.48716,-2.79216,1.695,2.416
571,-4.80281,-2.44222,2.36059,-6.5193,-1.01743,5.50187,-5.94814,-1.51731,4.43083,-4.26919,-2.84713,1.42207,2.0749
572,-4.73941,-2.59107,2.14834,-6.41971,-1.17199,5.24771,-5.85371,-1.66588,4.18783,-4.24498,-3.00876,1.23621,1.8818
573,-4.98785,-2.30263,2.68522,-6.74352,-0.786953,5.95657,-6.16882,-1.29934,4.86948,-4.45858,-2.79543,1.66316,2.3536
574,-4.78485,-2.36249,2.42236,-6.52719,-0.866955,5.66024,-5.94841,-1.37118,4.57723,-4.27845,-2.88713,1.39132,2.0635
575,-4.72879,-2.82345,1.90534,-6.4295,-1.40411,5.0254,-5.86215,-1.91024,3.95191,-4.21341,-3.21013,1.00328,1.6359
576,-4.31572,-2.10453,2.2112,-5.99875,-0.672393,5.32636,-5.43139,-1.17308,4.25831,-3.84007,-2.52086,1.31921,1.9257
577,-4.89941,-2.50862,2.39079,-6.62135,-1.06424,5.55711,-6.0548,-1.56493,4.48988,-4.37396,-2.93692,1.43703,2.0817
578,-4.50022,-2.72468,1.77554,-6.18324,-1.30723,4.87601,-5.61371,-1.81146,3.80225,-4.04416,-3.13149,0.91267,1.5205
579,-4.81233,-2.90019,1.91214,-6.53672,-1.46343,5.07329,-5.96528,-1.97337,3.99191,-4.27191,-3.27625,0.995664,1.6485
580,-4.70321,-2.62372,2.07949,-6.39903,-1.16982,5.22921,-5.83031,-1.68248,4.14783,-4.20661,-3.05747,1.14914,1.7714
581,-4.59192,-2.32059,2.27133,-6.27304,-0.889812,5.38323,-5.7016,-1.39377,4.30783,-4.05831,-2.72631,1.332,2.0117
582,-4.73641,-2.32821,2.40821,-6.48257,-0.837566,5.645,-5.90215,-1.34152,4.56063,-4.22429,-2.84958,1.37472,2.0443
583,-5.01615,-2.54018,2.47596,-6.73155,-1.08982,5.64174,-6.15549,-1.59187,4.56362,-4.47056,-2.97175,1.4988,2.1579
584,-4.98975,-2.59243,2.39732,-6.72611,-1.14288,5.58323,-6.15413,-1.64738,4.50675,-4.45995,-3.00604,1.4539,2.0699
585,-4.9375,-2.42127,2.51624,-6.65808,-0.968997,5.68908,-6.08202,-1.47159,4.61042,-4.39246,-2.85529,1.53717,2.2092
586,-5.02159,-2.51215,2.50943,-6.7389,-1.0509,5.68799,-6.16256,-1.55431,4.60825,-4.47546,-2.95107,1.52438,2.1869
587,-4.90866,-2.78617,2.12249,-6.60447,-1.34696,5.25751,-6.03684,-1.85092,4.18593,-4.38838,-3.18373,1.20465,1.8304
588,-4.79301,-2.68141,2.1116,-6.49127,-1.2207,5.27057,-5.9231,-1.73336,4.18974,-4.28035,-3.10563,1.17472,1.8144
589,-4.7541,-3.07135,1.68275,-6.44039,-1.67813,4.76226,-5.87004,-2.17501,3.69503,-4.29151,-3.45965,0.831852,1.4373
590,-4.94975,-2.38181,2.56794,-6.67414,-0.916751,5.75738,-6.09725,-1.42125,4.676,-4.4028,-2.82454,1.57826,2.2541
591,-4.8624,-2.92931,1.9331,-6.52937,-1.49309,5.03628,-5.95875,-1.99786,3.96089,-4.37477,-3.31516,1.05961,1.657
592,-4.82621,-2.70889,2.11732,-6.52611,-1.26261,5.2635,-5.95766,-1.76983,4.18783,-4.31709,-3.11951,1.19757,1.8253
593,-4.98921,-3.33911,1.6501,-6.67658,-1.94616,4.73043,-6.10651,-2.44304,3.66347,-4.51736,-3.71789,0.79947,1.3982
594,-4.97288,-2.84604,2.12684,-6.71522,-1.37281,5.34241,-6.13943,-1.87296,4.26647,-4.43845,-3.28686,1.15159,1.8453
595,-4.92961,-2.3165,2.61311,-6.6676,-0.798382,5.86922,-6.0929,-1.31594,4.77696,-4.39573,-2.80304,1.59268,2.3015
596,-4.80254,-2.48739,2.31514,-6.47849,-1.00927,5.46922,-5.91439,-1.51758,4.39681,-4.30566,-2.94182,1.36383,1.9878
597,-4.84716,-2.97475,1.87242,-6.54842,-1.59377,4.95465,-5.97644,-2.08684,3.88959,-4.35926,-3.36986,0.989406,1.591
598,-5.05832,-2.94155,2.11677,-6.80502,-1.48193,5.32309,-6.23059,-1.98153,4.24906,-4.4858,-3.3519,1.1339,1.8412
599,-4.76362,-2.65855,2.10507,-6.47495,-1.23131,5.24363,-5.89235,-1.73173,4.16062,-4.2262,-3.0787,1.1475,1.9077
600,-4.73151,-2.8425,1.88901,-6.40937,-1.47295,4.93642,-5.83276,-1.95922,3.87354,-4.22593,-3.22945,0.996481,1.6734
601,-4.70975,-2.44385,2.26589,-6.43468,-0.977433,5.45724,-5.86487,-1.48166,4.38321,-4.19164,-2.93475,1.25689,1.9178
602,-4.85995,-2.45066,2.4093,-6.56039,-0.958385,5.60201,-5.9895,-1.46751,4.52199,-4.35273,-2.92114,1.43159,2.0639
603,-4.90322,-2.47569,2.42753,-6.611,-1.01934,5.59167,-6.03984,-1.52438,4.51546,-4.37858,-2.90618,1.47241,2.0935
604,-4.67573,-2.7742,1.90153,-6.40719,-1.33608,5.07111,-5.84011,-1.84983,3.99028,-4.06293,-3.15625,0.906683,1.6218
605,-5.08036,-2.8142,2.26616,-6.80148,-1.42234,5.37915,-6.22705,-1.91623,4.31083,-4.55519,-3.20169,1.35349,1.9847
606,-5.01424,-2.74971,2.26453,-6.73645,-1.29825,5.43819,-6.15821,-1.8003,4.3579,-4.48852,-3.20741,1.28111,1.9367
607,-5.0507,-2.87515,2.17555,-6.78434,-1.44329,5.34105,-6.20501,-1.94806,4.25695,-4.49124,-3.27571,1.21553,1.8617
608,-4.92716,-2.6942,2.23297,-6.64121,-1.22914,5.41207,-6.07766,-1.73445,4.34321,-4.39164,-3.13094,1.2607,1.909
609,-4.85641,-2.83407,2.02235,-6.56964,-1.39785,5.17179,-6.00011,-1.90861,4.0915,-4.32715,-3.23897,1.08818,1.7375
610,-4.77396,-2.85937,1.91459,-6.48202,-1.42479,5.05723,-5.9114,-1.93364,3.97776,-4.273,-3.27979,0.993215,1.6294
611,-4.98649,-2.40657,2.57991,-6.7057,-0.929813,5.77589,-6.13862,-1.43867,4.69995,-4.43518,-2.84468,1.59051,2.243
612,-4.96308,-2.84468,2.11841,-6.69509,-1.38424,5.31085,-6.11902,-1.89201,4.22702,-4.4409,-3.28632,1.15458,1.7998
613,-4.97832,-2.58399,2.39433,-6.68611,-1.1388,5.54731,-6.1144,-1.63867,4.47573,-4.46049,-3.01393,1.44656,2.0747
614,-4.94594,-2.48739,2.45855,-6.66107,-1.01961,5.64146,-6.09263,-1.53146,4.56117,-4.39763,-2.91053,1.4871,2.1237
615,-4.85587,-2.52494,2.33093,-6.59114,-1.0226,5.56854,-6.0129,-1.54397,4.46892,-4.33831,-2.99216,1.34615,2.0325
616,-4.87519,-2.82699,2.0482,-6.58107,-1.38941,5.19166,-6.01045,-1.89446,4.11599,-4.37232,-3.2553,1.11703,1.758
617,-4.84825,-2.81937,2.02888,-6.55577,-1.39404,5.16173,-5.98596,-1.90452,4.08143,-4.32498,-3.20169,1.12329,1.7295
618,-4.92036,-2.78753,2.13283,-6.64964,-1.31322,5.33642,-6.07875,-1.81391,4.26484,-4.35736,-3.22509,1.13227,1.8747
619,-4.98458,-2.84032,2.14426,-6.73591,-1.39758,5.33833,-6.14923,-1.89854,4.25069,-4.41178,-3.26945,1.14233,1.9246
620,-4.85206,-2.47324,2.37882,-6.54787,-0.988589,5.55928,-5.97752,-1.49744,4.48008,-4.34974,-2.93883,1.41091,2.0397
621,-4.70539,-2.55624,2.14915,-6.41182,-1.0988,5.31302,-5.84201,-1.59731,4.2447,-4.20579,-3.04958,1.15621,1.8377
622,-4.53723,-2.70862,1.8286,-6.20147,-1.30125,4.90023,-5.63684,-1.79595,3.84089,-4.04116,-3.08686,0.954303,1.6288
623,-4.73886,-2.86046,1.8784,-6.42053,-1.48465,4.93587,-5.85235,-1.97527,3.87708,-4.21967,-3.22645,0.993215,1.6641
624,-4.76417,-2.58508,2.17909,-6.45209,-1.1641,5.28799,-5.88691,-1.66153,4.22538,-4.2564,-2.99162,1.26478,1.898
625,-4.93696,-2.90373,2.03323,-6.62434,-1.48057,5.14377,-6.05399,-1.98725,4.06674,-4.4243,-3.28768,1.13662,1.7418
626,-4.70566,-2.55624,2.14943,-6.41209,-1.0988,5.31329,-5.84228,-1.59731,4.24498,-4.20606,-3.04958,1.15648,1.8377
627,-4.97288,-2.86209,2.11079,-6.69264,-1.4052,5.28744,-6.12011,-1.90153,4.21858,-4.43464,-3.29258,1.14206,1.8469
628,-5.07084,-2.98264,2.0882,-6.77863,-1.33962,5.43901,-6.20746,-1.8648,4.34266,-4.5375,-3.53911,0.998386,1.7657
629,-4.9356,-2.48331,2.45229,-6.65345,-0.988862,5.66459,-6.08283,-1.49581,4.58702,-4.41124,-2.95951,1.45173,2.104
630,-4.88825,-2.52032,2.36793,-6.58624,-1.04764,5.5386,-6.0148,-1.55187,4.46294,-4.38566,-2.98073,1.40492,2.0309
631,-4.73424,-2.68467,2.04956,-6.41046,-1.24492,5.16554,-5.84283,-1.75377,4.08905,-4.23219,-3.09012,1.14206,1.7626
632,-4.96281,-2.45147,2.51134,-6.69182,-0.982603,5.70922,-6.12392,-1.49527,4.62866,-4.41886,-2.87869,1.54016,2.2225
633,-4.77723,-2.71216,2.06507,-6.45808,-1.27077,5.18731,-5.89072,-1.78262,4.1081,-4.2594,-3.10183,1.15757,1.7808
634,-4.99302,-2.84903,2.14398,-6.71577,-1.37853,5.33724,-6.14134,-1.88793,4.25341,-4.47165,-3.28224,1.18941,1.8576
635,-4.70675,-2.61828,2.08847,-6.39712,-1.16301,5.23411,-5.82623,-1.67214,4.15409,-4.20715,-3.04849,1.15866,1.79
636,-5.06839,-2.92277,2.14562,-6.78026,-1.47703,5.30323,-6.20773,-1.9867,4.22103,-4.53369,-3.30727,1.22642,1.8381
637,-4.89832,-2.60603,2.29229,-6.61808,-1.15648,5.4616,-6.04855,-1.66071,4.38784,-4.38266,-3.01693,1.36574,1.9683
638,-4.58729,-1.88602,2.70127,-6.3027,-0.381231,5.92147,-5.72391,-0.88954,4.83437,-4.08416,-2.36929,1.71486,2.3373
639,-4.76526,-2.96332,1.80194,-6.44746,-1.58506,4.8624,-5.8782,-2.07868,3.79952,-4.29341,-3.35054,0.942874,1.5258
640,-4.86485,-2.77366,2.09119,-6.58869,-1.35023,5.23846,-6.00201,-1.84929,4.15273,-4.31164,-3.18047,1.13118,1.9178
641,-4.84118,-2.76767,2.07351,-6.55604,-1.34696,5.20907,-5.97317,-1.84575,4.12742,-4.28661,-3.16958,1.11703,1.8911
642,-4.84227,-2.95897,1.8833,-6.54651,-1.52901,5.01751,-5.97535,-2.0384,3.93694,-4.33804,-3.36496,0.973079,1.6031
643,-4.82512,-2.95543,1.86969,-6.52338,-1.57336,4.95002,-5.94977,-2.06861,3.88116,-4.33042,-3.34945,0.98097,1.5854
644,-4.77206,-2.59025,2.18181,-6.4861,-1.1554,5.33071,-5.90324,-1.65663,4.24661,-4.23164,-3.02264,1.209,1.999
645,-4.8956,-2.51542,2.38018,-6.59495,-1.0392,5.55575,-6.02324,-1.54452,4.47872,-4.39192,-2.97829,1.41363,2.0408
646,-5.02132,-2.86019,2.16113,-6.74842,-1.44003,5.3084,-6.16882,-1.94643,4.22239,-4.48961,-3.25394,1.23567,1.8516
647,-4.73587,-2.60821,2.12766,-6.41291,-1.1973,5.21561,-5.84718,-1.68983,4.15735,-4.24361,-3.02128,1.22234,1.8584
648,-4.92499,-2.81257,2.11242,-6.64692,-1.38914,5.25778,-6.06759,-1.89364,4.17395,-4.40906,-3.22917,1.17989,1.8149
649,-4.77832,-2.71951,2.05881,-6.49019,-1.27132,5.21887,-5.91766,-1.77962,4.13803,-4.26919,-3.14999,1.1192,1.7622
650,-4.93914,-2.861,2.07813,-6.65563,-1.43975,5.21588,-6.08065,-1.94616,4.1345,-4.42185,-3.25448,1.16737,1.7831
651,-4.80771,-2.76604,2.04167,-6.52094,-1.32683,5.19411,-5.94922,-1.83622,4.113,-4.28498,-3.17802,1.10696,1.745
652,-4.89288,-2.84958,2.0433,-6.59332,-1.42805,5.16526,-6.02106,-1.93337,4.08769,-4.3843,-3.24468,1.13961,1.7442
653,-5.18622,-2.68576,2.50045,-6.91468,-1.25417,5.66051,-6.33862,-1.74888,4.58974,-4.64471,-3.11135,1.53336,2.1845
654,-4.83927,-2.81311,2.02616,-6.55141,-1.38179,5.16962,-5.97888,-1.8931,4.08579,-4.31028,-3.20087,1.10941,1.73
655,-4.6224,-3.224,1.39839,-6.22841,-1.93555,4.29287,-5.66867,-2.41746,3.25122,-4.18946,-3.56986,0.619603,1.1987
656,-4.92526,-2.76059,2.16467,-6.64856,-1.32356,5.32499,-6.06787,-1.82779,4.24008,-4.42049,-3.20115,1.21934,1.8532
657,-4.85369,-2.80413,2.04956,-6.57046,-1.37254,5.19792,-5.99848,-1.88357,4.1149,-4.32062,-3.19271,1.12791,1.7526
658,-4.72417,-2.7576,1.96657,-6.411,-1.37662,5.03438,-5.8363,-1.86942,3.96687,-4.20688,-3.14754,1.05934,1.7441
659,-4.75356,-2.59161,2.16194,-6.46243,-1.16682,5.29561,-5.88854,-1.65826,4.23028,-4.25885,-3.05774,1.20111,1.8365
660,-4.55274,-1.83704,2.7157,-6.27277,-0.337149,5.93562,-5.69262,-0.844369,4.84825,-4.0447,-2.31569,1.72901,2.3439
661,-4.8409,-2.61501,2.22589,-6.5642,-1.1856,5.3786,-5.98922,-1.67976,4.30947,-4.32525,-3.06836,1.25689,1.892
662,-5.00608,-2.17092,2.83515,-6.75441,-0.652529,6.10188,-6.1797,-1.17281,5.00689,-4.44879,-2.63352,1.81527,2.4748
663,-4.68852,-2.53855,2.14997,-6.3359,-1.16029,5.1756,-5.77398,-1.64683,4.12715,-4.19382,-2.93502,1.2588,1.854
664,-4.95002,-2.7342,2.21582,-6.63495,-1.29336,5.34159,-6.06895,-1.79758,4.27137,-4.43736,-3.15162,1.28574,1.913
665,-4.96771,-2.91978,2.04793,-6.68366,-1.49527,5.18839,-6.11276,-2.00412,4.10865,-4.4243,-3.28713,1.13716,1.7607
666,-5.04553,-2.35678,2.68876,-6.79414,-0.894438,5.8997,-6.22406,-1.40628,4.81777,-4.47165,-2.78209,1.68955,2.4061
667,-4.8605,-2.81611,2.04439,-6.57291,-1.37445,5.19846,-6.00093,-1.88112,4.1198,-4.34103,-3.22346,1.11757,1.7627
668,-4.71029,-2.61175,2.09854,-6.35876,-1.2539,5.10485,-5.79657,-1.7399,4.05667,-4.21668,-2.99325,1.22342,1.8116
669,-4.69859,-2.58345,2.11514,-6.41672,-1.169,5.24771,-5.83358,-1.66806,4.16552,-4.15872,-2.99352,1.16519,1.9211
670,-4.83029,-2.59161,2.23868,-6.55114,-1.16111,5.39003,-5.97698,-1.65636,4.32062,-4.31627,-3.04523,1.27104,1.9067
671,-4.64253,-2.42916,2.21337,-6.35957,-0.94233,5.41724,-5.78596,-1.44492,4.34103,-4.16144,-2.95325,1.20819,1.8534
672,-4.76118,-2.56304,2.19814,-6.47957,-1.10587,5.3737,-5.90813,-1.60466,4.30348,-4.25232,-3.05257,1.19975,1.8734
673,-5.21561,-2.74617,2.46943,-6.94979,-1.31785,5.63194,-6.37617,-1.81146,4.56471,-4.65587,-3.17203,1.48384,2.1651
674,-4.82186,-2.5976,2.22426,-6.53862,-1.16492,5.3737,-5.96501,-1.66071,4.3043,-4.3111,-3.05203,1.25907,1.8922
675,-4.67492,-2.8327,1.84221,-6.36991,-1.4754,4.89451,-5.79085,-1.96412,3.82674,-4.17042,-3.19924,0.971174,1.6538
676,-4.61042,-2.53801,2.07242,-6.31032,-1.08437,5.22595,-5.74024,-1.59731,4.14293,-4.1013,-2.96713,1.13417,1.7667
677,-4.71519,-2.57882,2.13637,-6.3925,-1.16492,5.22758,-5.8265,-1.65663,4.16987,-4.22429,-2.9957,1.22859,1.8641
678,-4.79845,-2.39623,2.40222,-6.53454,-0.882193,5.65235,-5.95875,-1.412,4.54675,-4.27028,-2.85937,1.41091,2.0728
679,-4.87655,-2.45828,2.41828,-6.58053,-1.02315,5.55738,-6.01154,-1.52139,4.49015,-4.32933,-2.87842,1.45091,2.1377
680,-4.67519,-2.56794,2.10725,-6.38161,-1.11866,5.26295,-5.81153,-1.6267,4.18484,-4.14892,-2.97475,1.17417,1.8157
681,-4.72145,-2.85638,1.86507,-6.40828,-1.50261,4.90567,-5.83466,-1.99051,3.84415,-4.21096,-3.2172,0.99376,1.6762
682,-4.95057,-2.99189,1.95868,-6.63087,-1.62316,5.00771,-6.06623,-2.11106,3.95517,-4.43654,-3.36904,1.0675,1.6815
683,-4.63682,-2.47161,2.16521,-6.33726,-1.01716,5.3201,-5.77072,-1.51976,4.25096,-4.13314,-2.95325,1.17989,1.8488
684,-4.88363,-2.76903,2.1146,-6.5974,-1.32764,5.26976,-6.02623,-1.82425,4.20198,-4.36851,-3.2338,1.13471,1.7544
685,-4.79573,-2.86454,1.93119,-6.45835,-1.47622,4.98213,-5.89589,-1.96711,3.92878,-4.3209,-3.28414,1.03675,1.6584
686,-4.61587,-2.27378,2.34208,-6.32501,-0.774436,5.55058,-5.7533,-1.27921,4.4741,-4.13695,-2.80005,1.3369,1.9842
687,-4.89886,-2.51732,2.38154,-6.59876,-1.04165,5.55711,-6.02705,-1.54697,4.48008,-4.39518,-2.97992,1.41526,2.0425
688,-4.56117,-2.72712,1.83405,-6.21889,-1.35105,4.86784,-5.65752,-1.84167,3.81585,-4.11545,-3.14155,0.973895,1.5648
689,-4.75464,-2.21609,2.53855,-6.50461,-0.687632,5.81698,-5.92419,-1.19703,4.72716,-4.23355,-2.76576,1.46778,2.1844
690,-4.83682,-2.80985,2.02698,-6.5476,-1.37826,5.16935,-5.97671,-1.8901,4.08661,-4.30811,-3.19897,1.10914,1.7302
691,-4.70403,-2.55107,2.15296,-6.41672,-1.1407,5.27601,-5.845,-1.64574,4.19926,-4.16008,-2.94509,1.21499,1.9916
692,-4.799,-2.72631,2.07269,-6.51223,-1.27703,5.2352,-5.93888,-1.78534,4.15355,-4.29504,-3.16087,1.13417,1.7738
693,-4.79328,-2.36412,2.42916,-6.55223,-0.854709,5.69752,-5.97698,-1.36193,4.61505,-4.26919,-2.88767,1.38152,2.0584
694,-4.89233,-2.91951,1.97283,-6.59876,-1.51785,5.08091,-6.03086,-2.01908,4.01177,-4.38566,-3.31353,1.07213,1.7171
695,-5.1288,-2.45038,2.67842,-6.88203,-0.937704,5.94433,-6.31005,-1.43975,4.87029,-4.54484,-2.93366,1.61119,2.3301
696,-4.839,-2.97692,1.86207,-6.53862,-1.55132,4.9873,-5.96664,-2.05881,3.90783,-4.3443,-3.38401,0.96029,1.5819
697,-4.6458,-2.58209,2.06371,-6.35794,-1.17553,5.18241,-5.78323,-1.6784,4.10484,-4.11436,-2.97257,1.14179,1.9289
698,-4.95383,-2.82753,2.1263,-6.68284,-1.36737,5.31547,-6.10787,-1.87541,4.23246,-4.43301,-3.26781,1.16519,1.8085
699,-4.94812,-2.48766,2.46045,-6.66325,-1.01988,5.64337,-6.09508,-1.53173,4.56335,-4.39954,-2.9108,1.48873,2.1252
700,-4.84934,-2.81366,2.03568,-6.56121,-1.3837,5.17751,-5.98841,-1.8931,4.09531,-4.32715,-3.20713,1.12002,1.736
701,-4.879,-2.84087,2.03813,-6.59604,-1.40901,5.18703,-6.02596,-1.9214,4.10456,-4.33722,-3.22645,1.11077,1.7439
702,-4.84227,-2.81066,2.0316,-6.55386,-1.38234,5.17152,-5.98133,-1.89174,4.0896,-4.32035,-3.20332,1.11703,1.7327
703,-4.8156,-2.81148,2.00412,-6.51223,-1.37826,5.13397,-5.93916,-1.88085,4.05831,-4.33423,-3.24441,1.08982,1.717
704,-4.75111,-2.65692,2.09419,-6.45127,-1.20846,5.24282,-5.88147,-1.7184,4.16307,-4.25423,-3.09067,1.16356,1.7871
705,-4.62213,-2.94291,1.67921,-6.25209,-1.64493,4.60716,-5.69398,-2.12194,3.57204,-4.15055,-3.2738,0.876751,1.4913
706,-4.7726,-2.76032,2.01228,-6.46624,-1.31703,5.14921,-5.8997,-1.82534,4.07436,-4.26729,-3.15951,1.10778,1.7037
707,-4.81397,-2.80413,2.00983,-6.52148,-1.37309,5.14839,-5.94922,-1.88031,4.06892,-4.30266,-3.21502,1.08764,1.7207
708,-4.59491,-3.12115,1.47377,-6.21753,-1.82888,4.38865,-5.64908,-2.30916,3.33992,-4.16552,-3.4983,0.667223,1.2462
709,-4.91084,-2.45664,2.45419,-6.61073,-1.00247,5.60827,-6.04474,-1.50778,4.53695,-4.37613,-2.88005,1.49608,2.1295
710,-4.74757,-2.69284,2.05473,-6.44148,-1.22778,5.2137,-5.87303,-1.73527,4.13776,-4.26049,-3.13883,1.12165,1.7368
711,-4.91247,-2.90645,2.00602,-6.6189,-1.49064,5.12826,-6.04637,-1.99487,4.0515,-4.40008,-3.29693,1.10315,1.7148
712,-4.74022,-2.47052,2.2697,-6.45127,-1.00709,5.44418,-5.87983,-1.5086,4.37124,-4.2262,-2.94264,1.28356,1.9349
713,-4.7092,-2.47705,2.23215,-6.42053,-1.01145,5.40908,-5.85099,-1.51404,4.33695,-4.1979,-2.96822,1.22968,1.8989
714,-4.77913,-2.50236,2.27678,-6.49182,-1.04628,5.44554,-5.91902,-1.54289,4.37613,-4.27708,-2.98699,1.29009,1.9474
715,-4.6956,-2.88658,1.80901,-6.37291,-1.54098,4.83192,-5.7963,-2.02643,3.76986,-4.19817,-3.25285,0.945323,1.6259
716,-4.80499,-2.49066,2.31433,-6.51304,-1.07675,5.43629,-5.9416,-1.57255,4.36906,-4.28498,-2.89747,1.38751,2.0242
717,-4.88934,-2.5342,2.35514,-6.61726,-1.07213,5.54514,-6.04229,-1.56629,4.476,-4.37369,-3.02672,1.34696,2.0259
718,-4.80526,-2.56739,2.23786,-6.51658,-1.12764,5.38894,-5.94405,-1.62425,4.31981,-4.29913,-3.02863,1.2705,1.9191
719,-4.93451,-2.90536,2.02915,-6.6257,-1.48493,5.14077,-6.05508,-1.9916,4.06348,-4.4194,-3.2855,1.1339,1.7431
720,-4.85614,-2.54671,2.30943,-6.59032,-1.09145,5.49888,-6.01644,-1.58887,4.42756,-4.31518,-3.0406,1.27458,2.0276
721,-4.58757,-2.66318,1.92439,-6.25562,-1.27132,4.98431,-5.68691,-1.76221,3.9247,-4.08225,-3.05148,1.03077,1.7303
722,-5.05152,-2.96631,2.08521,-6.75849,-1.32519,5.4333,-6.18351,-1.84874,4.33477,-4.53831,-3.52877,1.00954,1.7631
723,-4.73478,-2.80196,1.93282,-6.42297,-1.43077,4.9922,-5.848,-1.92167,3.92633,-4.21722,-3.18292,1.0343,1.7199
724,-4.6458,-2.30562,2.34018,-6.34569,-0.823144,5.52255,-5.77453,-1.32628,4.44824,-4.1511,-2.80685,1.34424,2.0068
725,-4.67355,-2.39106,2.28249,-6.39277,-0.955936,5.43683,-5.81834,-1.44737,4.37096,-4.16497,-2.85665,1.30832,1.9531
726,-4.81805,-2.53991,2.27814,-6.53291,-1.08927,5.44364,-5.96038,-1.58778,4.3726,-4.30811,-3.00631,1.30179,1.9535
727,-4.8771,-2.76713,2.10997,-6.57726,-1.33172,5.24554,-6.00501,-1.83323,4.17178,-4.36906,-3.20196,1.1671,1.7918
728,-4.95873,-2.68087,2.27786,-6.68311,-1.24982,5.4333,-6.10923,-1.74425,4.36498,-4.42947,-3.12468,1.30479,1.9528
729,-4.73723,-2.48086,2.25637,-6.44556,-1.02206,5.4235,-5.87222,-1.51676,4.35545,-4.24824,-2.98128,1.26696,1.9278
730,-4.78947,-2.52358,2.26589,-6.51087,-1.07294,5.43792,-5.93807,-1.57391,4.36416,-4.27491,-2.98645,1.28846,1.9316
731,-4.81669,-2.60168,2.21501,-6.52719,-1.16927,5.35792,-5.95467,-1.66398,4.29069,-4.30865,-3.05557,1.25308,1.8952
732,-4.68172,-2.3731,2.30861,-6.3827,-0.941514,5.44119,-5.81045,-1.43676,4.37369,-4.18946,-2.81801,1.37145,2.021
733,-4.81968,-2.54018,2.2795,-6.534,-1.09172,5.44228,-5.96092,-1.58996,4.37096,-4.31028,-3.00495,1.30533,1.9536
734,-4.85369,-2.80903,2.04466,-6.55577,-1.37662,5.17914,-5.98215,-1.87759,4.10456,-4.36743,-3.2436,1.12383,1.7492
735,-4.92308,-2.53175,2.39134,-6.67196,-1.01988,5.65208,-6.09399,-1.54397,4.55001,-4.39518,-3.00386,1.39132,2.075
736,-4.60852,-2.68114,1.92738,-6.28882,-1.2441,5.04472,-5.72092,-1.7535,3.96742,-4.1462,-3.11407,1.03213,1.641
737,-4.4028,-2.67052,1.73228,-6.06378,-1.27431,4.78947,-5.4986,-1.77636,3.72224,-3.96878,-3.07189,0.896887,1.4872
738,-4.91682,-2.91107,2.00575,-6.62461,-1.49608,5.12853,-6.05181,-1.99976,4.05205,-4.40362,-3.30128,1.10233,1.7147
739,-4.66158,-2.87216,1.78942,-6.33916,-1.50016,4.839,-5.76391,-1.99405,3.76986,-4.15926,-3.23054,0.928724,1.6446
740,-4.84499,-2.81284,2.03215,-6.55522,-1.38424,5.17098,-5.98269,-1.89364,4.08905,-4.32389,-3.2055,1.11839,1.7323
741,-4.84907,-2.81393,2.03514,-6.5593,-1.38424,5.17506,-5.98678,-1.89391,4.09286,-4.3277,-3.20686,1.12084,1.7353
742,-4.72907,-2.78917,1.9399,-6.41372,-1.36792,5.04581,-5.84718,-1.87895,3.96824,-4.23872,-3.1772,1.06152,1.6515
743,-4.6126,-2.53692,2.07568,-6.3095,-1.12546,5.18404,-5.74405,-1.62942,4.11463,-4.09286,-2.92958,1.16329,1.8944
744,-5.01342,-2.71896,2.29446,-6.71631,-1.28737,5.42894,-6.14134,-1.77473,4.36661,-4.50784,-3.1753,1.33254,1.9764
745,-4.87274,-2.67352,2.19922,-6.56747,-1.24138,5.32608,-5.99195,-1.72411,4.26783,-4.39301,-3.15706,1.23594,1.8911
746,-4.80798,-2.85611,1.95187,-6.5076,-1.44465,5.06295,-5.93643,-1.95078,3.98565,-4.30049,-3.23924,1.06124,1.6627
